epoch,loss,val_loss
0,1.8519426584243774,0.4893331825733185
1,0.42578601837158203,-0.07008114457130432
2,0.21496853232383728,-0.10115344822406769
3,-0.19763880968093872,-0.37049058079719543
4,-0.5832977294921875,1.0339070558547974
5,0.061311300843954086,-0.8424457311630249
6,-0.7767751216888428,-0.7844312787055969
7,-0.9483509063720703,-0.9370156526565552
8,-1.1062685251235962,-0.9622821807861328
9,-0.7774714827537537,-0.37465381622314453
10,-1.1443836688995361,-1.1212431192398071
11,-1.389303207397461,-1.1907553672790527
12,-1.372849702835083,-1.2509019374847412
13,-1.4130176305770874,-0.49334004521369934
14,-1.4270669221878052,-0.9509221911430359
15,-1.4079705476760864,-1.0480268001556396
16,-1.3145924806594849,-1.2585726976394653
17,-1.4215221405029297,-1.2554991245269775
18,-1.4423012733459473,-0.859695315361023
19,-1.3682972192764282,-0.9990549087524414
20,-1.4710851907730103,-1.0280168056488037
21,-1.442489743232727,-0.40873512625694275
22,-1.4341634511947632,-1.116188645362854
23,-1.4202032089233398,-1.1553407907485962
24,-1.55329430103302,-1.0957225561141968
25,-1.5165365934371948,-1.2159249782562256
26,-1.4067462682724,-0.8301118612289429
27,-1.6172984838485718,-1.1176846027374268
28,-1.621824026107788,-0.9427874088287354
29,-1.610926866531372,-1.0683900117874146
30,-1.733782172203064,-0.5605583190917969
31,-1.5688797235488892,-1.2241319417953491
32,-1.592627763748169,-1.3166285753250122
33,-1.7124191522598267,-1.099779725074768
34,-1.705979585647583,-0.7972119450569153
35,-1.6832588911056519,-0.7036851644515991
36,-1.6816476583480835,-0.2838306128978729
37,-1.7656084299087524,-0.24951490759849548
38,-1.5748019218444824,-0.7675188183784485
39,-1.701106309890747,-1.1134895086288452
40,-1.7081735134124756,-0.7928928732872009
41,-1.7103077173233032,-0.9055839776992798
42,-1.697963833808899,0.1752474159002304
43,-1.4929559230804443,-1.1974406242370605
44,-1.6780154705047607,-0.27572956681251526
45,-1.685699462890625,-0.9513247013092041
46,-1.7045722007751465,-0.7520639300346375
47,-1.8472552299499512,0.07681472599506378
48,-1.6481300592422485,-0.7709811925888062
49,-1.7069506645202637,0.3950532376766205
50,-1.7429856061935425,-0.16573233902454376
51,-1.8316344022750854,0.20691899955272675
52,-1.7823424339294434,3.567575216293335
53,-1.8027050495147705,3.3576579093933105
